[transformers] PyTorch was not found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
2026-09-16 18:17:23,154 INFO "GET /v1/status HTTP/1.1" 200 -
2026-09-16 18:17:24,164 INFO "GET /v1/status HTTP/1.1" 200 -
2026-09-16 18:17:24,505 INFO ubc_evict: evicted 4772.0 MB from UBC for ~/mlx-models/Qwen3.6-35B-A3B-uncensored-heretic-Native-MTP-Preserved-oQ4e-mtp/model-00001-of-00005.safetensors
2026-09-16 18:17:24,543 INFO ubc_evict: evicted 4896.0 MB from UBC for ~/mlx-models/Qwen3.6-35B-A3B-uncensored-heretic-Native-MTP-Preserved-oQ4e-mtp/model-00002-of-00005.safetensors
2026-09-16 18:17:24,581 INFO ubc_evict: evicted 4896.0 MB from UBC for ~/mlx-models/Qwen3.6-35B-A3B-uncensored-heretic-Native-MTP-Preserved-oQ4e-mtp/model-00003-of-00005.safetensors
2026-09-16 18:17:24,619 INFO ubc_evict: evicted 4896.0 MB from UBC for ~/mlx-models/Qwen3.6-35B-A3B-uncensored-heretic-Native-MTP-Preserved-oQ4e-mtp/model-00004-of-00005.safetensors
2026-09-16 18:17:24,628 INFO ubc_evict: evicted 1152.0 MB from UBC for ~/mlx-models/Qwen3.6-35B-A3B-uncensored-heretic-Native-MTP-Preserved-oQ4e-mtp/model-00005-of-00005.safetensors
2026-09-16 18:17:24,628 INFO ubc_evict: pass complete total_mb=20612.0 elapsed_s=0.15
2026-09-16 18:17:25,171 INFO "GET /v1/status HTTP/1.1" 200 -
2026-09-16 18:17:25,180 INFO "GET /v1/status HTTP/1.1" 200 -
2026-09-16 18:17:25,213 INFO "GET /v1/status HTTP/1.1" 200 -
2026-09-16 18:17:25,559 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:25,679 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:25,778 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:25,816 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:26,082 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:26,272 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:26,368 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:26,441 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:31,783 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:31,821 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:32,190 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:32,472 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:36,595 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:46,196 INFO "POST /v1/chat/completions HTTP/1.1" 200 -
2026-09-16 18:17:46,197 INFO "GET /v1/status HTTP/1.1" 200 -
2026-09-16 18:17:46,289 INFO "GET /v1/status HTTP/1.1" 200 -
2026-09-16 18:17:46,543 INFO "GET /v1/status HTTP/1.1" 200 -
